id,name,city,iata,icao,lat,lng
2768,Capitan Oriel Lea Plaza Airport,Tarija,TJA,SLTJ,-21.556,-64.701
2769,Teniente Av. Jorge Henrich Arauz Airport,Trinidad,TDD,SLTR,-14.819,-64.918
7313,Uyuni Airport,Uyuni,UYU,SLUY,-20.446,-66.848
2770,Teniente Coronel Rafael Pabón Airport,Villa Montes,,SLVM,-21.255,-63.406
2772,Yacuiba Airport,Yacuiba,BYC,SLYA,-21.961,-63.652
5794,Banja Luka International Airport,Banja Luka,BNX,LQBK,44.941,17.298
1645,Mostar International Airport,Mostar,OMO,LQMO,43.283,17.846
6947,Tuzla International Airport,Null,,LQTZ,44.459,18.725
1646,Sarajevo International Airport,Sarajevo,SJJ,LQSA,43.825,18.331
877,Francistown Airport,Francistown,FRW,FBFT,-21.16,27.475
881,Sir Seretse Khama International Airport,Gaberone,GBE,FBSK,-24.555,25.918
5607,Ghanzi Airport,Ghanzi,GNZ,FBGZ,-21.692,21.658
878,Jwaneng Airport,Jwaneng,JWA,FBJW,-24.602,24.691
879,Kasane Airport,Kasane,BBK,FBKE,-17.833,25.162
8053,Khwai River Lodge Airport,Khwai River,KHW,FBKR,-19.15,23.783
880,Maun Airport,Maun,MUB,FBMN,-19.973,23.431
7686,Camp Okavango Airport,Okavango Delta,,FBCO,-19.131,23.103
5608,Orapa Airport,Orapa,ORP,FBOR,-21.267,25.317
882,Selebi Phikwe Airport,Selebi-phikwe,PKW,FBSP,-22.058,27.829
5609,Shakawe Airport,Shakawe,SWX,FBSW,-18.374,21.833
11804,Sua Pan Airport,Sowa,SXN,FBSN,-20.553,26.116
10065,Tsigaro Airport,Tsigaro,,FB81,-20.459,25.157
5610,Limpopo Valley Airport,Tuli Lodge,TLD,FBTL,-22.189,29.127
7533,Centro de Lançamento de Alcântara Airport,Alcantara,,SNCW,-2.373,-44.396
2585,Monte Dourado Airport,Almeirim,,SBMD,-0.89,-52.602
2558,Furnas Airport,Alpinopolis,,SBFU,-20.703,-46.335
2524,Piloto Osvaldo Marques Dias Airport,Alta Floresta,AFL,SBAT,-9.866,-56.105
2566,Altamira Airport,Altamira,ATM,SBHT,-3.254,-52.254
2520,Amapá Airport,Amapa,,SBAM,2.078,-50.858
9149,Americana Airport,Americana,,SDAI,-22.756,-47.269
8953,Base Aérea Airport,Anapolis,,SBAN,-16.229,-48.964
11177,Angra dos Reis Airport,Angra dos Reis,,SDAG,-22.975,-44.307
2522,Santa Maria Airport,Aracaju,AJU,SBAR,-10.984,-37.07
2525,Araçatuba Airport,Aracatuba,ARU,SBAU,-21.141,-50.425
7376,Araguaína Airport,Araguaina,AUX,SWGN,-7.228,-48.241
11210,Arapiraca Airport,Arapiraca,APQ,SNAL,-9.775,-36.629
2521,Araraquara Airport,Araracuara,AQA,SBAQ,-21.812,-48.133
7395,Romeu Zema Airport,Araxa,AAX,SBAX,-19.563,-46.96
11198,Aripuanã Airport,Aripuana,AIR,SWRP,-10.25,-59.384
2527,Comandante Gustavo Kraemer Airport,Bage,BGX,SBBG,-31.39,-54.112
2530,Major Brigadeiro Doorgal Borges Airport,Barbacena,,SBBQ,-21.267,-43.761
7399,Barcelos Airport,Barcelos,BAZ,SWBC,-0.981,-62.92
2534,Barra do Garças Airport,Barra Do Garcas,,SBBW,-15.861,-52.389
7373,Barreiras Airport,Barreiras,BRA,SNBR,-12.079,-45.009
11930,Chafei Amsei Airport,Barretos,BAT,SBBT,-20.584,-48.594
2532,Bauru Airport,Bauru,BAU,SBBU,-22.345,-49.054
8238,Bauru - Arealva Airport,Bauru,JTC,SJTC,-22.167,-49.05
2573,Belém/Brigadeiro Protásio de Oliveira Airport,Belem,,SBJC,-1.414,-48.461
2526,Val de Cans/Júlio Cezar Ribeiro International Airport,Belem,BEL,SBBE,-1.379,-48.476
2528,Pampulha - Carlos Drummond de Andrade Airport,Belo Horizonte,PLU,SBBH,-19.851,-43.951
8152,Blumenau Airport,BLUMENAU,BNU,SSBL,-26.831,-49.09
2533,Atlas Brasil Cantanhede Airport,Boa Vista,BVB,SBBV,2.841,-60.692
8242,Bonito Airport,Bointo,BYO,SJDB,-21.247,-56.452
2582,Bom Jesus da Lapa Airport,Bom Jesus Da Lapa,LAZ,SBLP,-13.262,-43.408
7397,Borba Airport,Borba,RBB,SWBR,-4.406,-59.602
8952,Botucatu - Tancredo de Almeida Neves Airport,Botucatu,QCJ,SDBK,-22.94,-48.468
9089,Estadual Arthur Siqueira Airport,Braganca Paulista,BJP,SBBP,-22.979,-46.538
7370,Breves Airport,Breves,BVS,SNVS,-1.637,-50.444
11176,Umberto Modiano Airport,Buzios,BZC,SBBZ,-22.771,-41.963
7364,Cabo Frio Airport,Cabo Frio,CFB,SBCB,-22.922,-42.074
8244,Caçador Airport,Cacador,CFC,SBCD,-26.788,-50.94
11203,Cáceres Airport,Caceres,CCX,SWKC,-16.044,-57.63
9771,Cacoal Airport,Cacoal,OAL,SSKW,-11.496,-61.451
4215,Nelson Ribeiro Guimarães Airport,Caldas Novas,CLV,SBCN,-17.725,-48.607
2577,Presidente João Suassuna Airport,Campina Grande,CPV,SBKG,-7.27,-35.896
7125,Amarais Airport,Campinas,CPQ,SDAM,-22.859,-47.108
2538,Campo Grande Airport,Campo Grande,CGR,SBCG,-20.469,-54.673
2543,Bartolomeu Lisandro Airport,Campos,CAW,SBCP,-21.698,-41.302
11206,Canarana Airport,Canarana,,SWEK,-13.574,-52.271
8245,Carauari Airport,Carauari,CAF,SWCA,-4.872,-66.897
2546,Caravelas Airport,Caravelas,CRQ,SBCV,-17.652,-39.253
2540,Brig. Lysias Augusto Rodrigues Airport,Carolina,CLN,SBCI,-7.32,-47.459
7673,Caruaru Airport,Caruaru,CAU,SNRU,-8.282,-36.014
2535,Cascavel Airport,Cascavel,CAC,SBCA,-25,-53.501
2547,Hugo Cantergiani Regional Airport,Caxias Do Sul,CXJ,SBCX,-29.197,-51.188
11204,Posto Leonardo Vilas Boas Airport,Chapada dos Guimaraes,,SWPL,-12.198,-53.382
2539,Serafin Enoss Bertaso Airport,Chapeco,XAP,SBCH,-27.134,-52.657
7398,Coari Airport,Coari,CIZ,SWKO,-4.134,-63.133
2518,Conceição do Araguaia Airport,Conceicao Do Araguaia,CDJ,SBAA,-8.348,-49.301
8248,Concórdia Airport,Concordia,CCI,SSCK,-27.181,-52.053
8250,Confresa Airport,Confresa,CFO,SJHG,-10.634,-51.564
11143,Conselheiro Lafaiete Airport,Conselheiro Lafaiete,,SNKF,-20.739,-43.797
2544,Corumbá International Airport,Corumba,CMG,SBCR,-19.012,-57.671
2541,Diomício Freitas Airport,Criciuma,CCM,SBCM,-28.724,-49.421
2549,Cruzeiro do Sul Airport,Cruzeiro do Sul,CZS,SBCZ,-7.6,-72.77
2548,Marechal Rondon Airport,Cuiaba,CGB,SBCY,-15.653,-56.117
2529,Bacacheri Airport,Curitiba,BFH,SBBI,-25.405,-49.232
8254,Diamantina Airport,Diamantina,DTI,SNDT,-18.232,-43.65
7406,Diamantino Airport,Diamantino,DMT,SWDM,-14.377,-56.4
10155,Brigadeiro Cabral Airport,Divinopolis,DIQ,SNDV,-20.181,-44.871
7380,Dourados Airport,Dourados,DOU,SSDO,-22.202,-54.927
8247,Eirunepé Airport,Eirunepe,ERN,SWEI,-6.64,-69.88
6477,Erechim Airport,Erechim,ERM,SSER,-27.662,-52.268
10791,Gov Joao Durval Carneiro Airport,Feira de Santana,FEC,SBFE,-12.203,-38.907
2556,Fernando de Noronha Airport,Fernando Do Noronha,FEN,SBFN,-3.855,-32.423
11211,Cangapara Airport,Floriano,FLB,SNQG,-6.846,-43.077
2555,Hercílio Luz International Airport,Florianopolis,FLN,SBFL,-27.67,-48.553
8255,Fonte Boa Airport,Fonte Boa,FBA,SWOB,-2.533,-66.083
2554,Cataratas International Airport,Foz Do Iguacu,IGU,SBFI,-25.6,-54.485
7379,Franca Airport,Franca,FRC,SIMK,-20.592,-47.383
8249,Francisco Beltrão Airport,Francisco Beltrao,FBE,SSFB,-26.059,-53.063
2562,Santa Genoveva Airport,Goiania,GYN,SBGO,-16.632,-49.221
6735,Coronel Altino Machado de Oliveira Airport,Governador Valadares,GVR,SBGV,-18.895,-41.982
2561,Guajará-Mirim Airport,Guajara-mirim,,SBGM,-10.786,-65.285
7407,Guanambi Airport,Guanambi,GNM,SNGI,-14.208,-42.746
10544,Guarapari Airport,Guarapari,GUZ,SNGA,-20.646,-40.492
7383,Tancredo Thomas de Faria Airport,Guarapuava,GPB,SBGU,-25.388,-51.52
2565,Guaratinguetá Airport,Guaratingueta,,SBGW,-22.792,-45.205
7368,Gurupi Airport,Gurupi,GRP,SWGI,-11.74,-49.132
8257,Humaitá Airport,Humaita,HUW,SWHT,-7.532,-63.072
2639,Iauaretê Airport,Iauarete,,SBYA,0.608,-69.186
4213,Iguatu Airport,Iguatu,,SNIG,-6.347,-39.294
2569,Bahia - Jorge Amado Airport,Ilheus,IOS,SBIL,-14.816,-39.033
2572,Prefeito Renato Moreira Airport,Imperatriz,IMP,SBIZ,-5.531,-47.46
2570,Usiminas Airport,Ipatinga,IPN,SBIP,-19.471,-42.488
2536,Cachimbo Airport,Itaituba,,SBCC,-9.334,-54.965
2568,Itaituba Airport,Itaituba,ITB,SBIH,-4.242,-56.001
2567,Itacoatiara Airport,Itaituba,,SBIC,-3.127,-58.481
11178,Itaperuna Airport,Itaperuna,ITP,SDUN,-21.219,-41.876
2571,Francisco Vilela do Amaral Airport,Itumbiara,,SBIT,-18.445,-49.213
2552,Jacareacanga Airport,Jacare-acanga,,SBEK,-6.233,-57.777
11144,Janaúba Airport,Janauba,,SNAP,-15.732,-43.323
6073,Ji-Paraná Airport,Ji-Paraná,JPR,SWJI,-10.871,-61.847
7384,Santa Terezinha Airport,Joacaba,JCB,SSJA,-27.171,-51.553
2575,Presidente Castro Pinto International Airport,Joao Pessoa,JPA,SBJP,-7.146,-34.949
2576,Lauro Carneiro de Loyola Airport,Joinville,JOI,SBJV,-26.225,-48.797
11202,Inácio Luís do Nascimento Airport,Juara,JUA,SIZX,-11.297,-57.55
6034,Orlando Bezerra de Menezes Airport,Juazeiro Do Norte,JDO,SBJU,-7.219,-39.27
11200,Juína Airport,Juina,JIA,SWJN,-11.419,-58.702
2574,Francisco de Assis Airport,Juiz De Fora,JDF,SBJF,-21.792,-43.387
8180,Zona da Mata Regional Airport,Juiz de Fora,IZA,SDZY,-21.513,-43.173
11199,Juruena Airport,Juruena,JRN,SWJU,-10.306,-58.489
7381,Lábrea Airport,Labrea,LBR,SWLB,-7.279,-64.77
2583,Lagoa Santa Airport,Lagoa Santa,,SBLS,-19.662,-43.896
2579,Lages Airport,Lajes,,SBLJ,-27.782,-50.282
6036,Coronel Horácio de Mattos Airport,Lençóis,LEC,SBLE,-12.482,-41.277
2580,Lins Airport,Lins,LIP,SBLN,-21.664,-49.73
2581,Governador José Richa Airport,Londrina,LDB,SBLO,-23.334,-51.13
7378,Fazenda Colen Airport,Lucas do Rio Verde,LVR,SWFE,-13.314,-56.113
6037,Macaé Airport,Macaé,MEA,SBME,-22.343,-41.766
2563,EMBRAER - Unidade Gavião Peixoto Airport,Macae,,SBGP,-21.774,-48.405
2591,Alberto Alcolumbre Airport,Macapa,MCP,SBMQ,0.051,-51.072
2590,Zumbi dos Palmares Airport,Maceio,MCZ,SBMO,-9.511,-35.792
2589,Ponta Pelada Airport,Manaus,PLL,SBMN,-3.146,-59.986
2594,Manicoré Airport,Manicore,MNX,SBMY,-5.811,-61.278
6038,Frank Miloye Milenkowichi–Marília State Airport,Marília,MII,SBML,-22.197,-49.926
2584,João Correa da Rocha Airport,Maraba,MAB,SBMA,-5.369,-49.138
11179,Maricá Airport,Marica,,SDMC,-22.92,-42.831
2586,Regional de Maringá - Sílvio Nane Junior Airport,Maringa,MGF,SBMG,-23.479,-52.012
7531,Maturacá Airport,Maturaca,,SWMK,0.628,-66.115
7396,Maués Airport,Maues,MBZ,SWMW,-3.372,-57.725
7375,Minaçu Airport,Minacu,MQH,SBMC,-13.549,-48.195
2592,Dix-Sept Rosado Airport,Mocord,MVF,SBMS,-5.202,-37.364
2587,Mário Ribeiro Airport,Montes Claros,MOC,SBMK,-16.707,-43.819
8927,Lorenzo Airport,Morro de Sao Paulo,,SNCL,-13.389,-38.91
7672,Dix Sept Rosado Airport,Mossoro,,SBMW,-5.202,-37.364
6062,Mucuri Airport,Mucuri,MVS,SNMU,-18.049,-39.864
11146,Cristiano Ferreira Varella Airport,Muriae,,SNBM,-21.126,-42.394
2597,Governador Aluízio Alves International Airport,Natal,NAT,SBSG,-5.768,-35.376
2595,Ministro Victor Konder International Airport,Navegantes,NVT,SBNF,-26.88,-48.651
7675,Aeroclube Airport,Nova Iguacu,QNV,SDNY,-22.745,-43.46
7377,Novo Aripuanã Airport,Novo Aripuana,NVP,SWNA,-5.118,-60.365
2627,Tiriós Airport,Obidos Tirios,,SBTS,2.223,-55.946
2598,Oiapoque Airport,Oioiapoque,,SBOI,3.855,-51.797
8259,Oriximiná Airport,Oriximina,ORX,SNOX,-1.714,-55.836
2622,Trombetas Airport,Oriximina,TMT,SBTB,-1.49,-56.397
8239,Ourilândia do Norte Airport,Ourilandia do Norte,OIA,SDOW,-6.763,-51.05
4214,Brigadeiro Lysias Rodrigues Airport,Palmas,PMW,SBPJ,-10.292,-48.357
11142,Paracatu Airport,Paracatu,,SNZR,-17.243,-46.883
11175,Parati Airport,Paraty,,SDTK,-23.224,-44.72
7532,Carajás Airport,Parauapebas,CKS,SBCJ,-6.115,-50.001
7372,Parintins Airport,Parintins,PIN,SWPI,-2.673,-56.777
2600,Prefeito Doutor João Silva Filho Airport,Parnaiba,,SBPB,-2.894,-41.732
2602,Lauro Kurtz Airport,Passo Fundo,PFB,SBPF,-28.244,-52.327
8237,Patos de Minas Airport,Patos de Minas,POJ,SNPD,-18.673,-46.491
2631,Paulo Afonso Airport,Paulo Alfonso,PAV,SBUF,-9.401,-38.251
2603,João Simões Lopes Neto International Airport,Pelotas,PET,SBPK,-31.718,-52.328
2604,Senador Nilo Coelho Airport,Petrolina,PNZ,SBPL,-9.362,-40.569
11212,Picos Airport,Picos,PCS,SNPC,-7.062,-41.524
2640,Campo Fontenelle Airport,Piracununga,QPS,SBYS,-21.985,-47.335
2601,Poços de Caldas - Embaixador Walther Moreira Salles Airport,Pocos De Caldas,POO,SBPC,-21.843,-46.568
2606,Ponta Porã Airport,Ponta Pora,PMG,SBPP,-22.55,-55.703
2542,Canoas Air Force Base,Porto Alegre,,SBCO,-29.946,-51.144
2605,Porto Nacional Airport,Porto Nacional,PNB,SBPN,-10.719,-48.4
4209,Porto Seguro Airport,Porto Seguro,BPS,SBPS,-16.439,-39.081
8246,Urucu Airport,Porto Urucu,,SWUY,-4.884,-65.355
2607,Governador Jorge Teixeira de Oliveira Airport,Porto Velho,PVH,SBPV,-8.709,-63.902
10154,Pouso Alegre Airport,Pouso Alegre,PPY,SNZA,-22.289,-45.919
2550,Presidente Prudente Airport,President Prudente,PPB,SBDN,-22.175,-51.425
2610,Guararapes - Gilberto Freyre International Airport,Recife,REC,SBRF,-8.126,-34.924
8240,Redenção Airport,Redencao,RDC,SNDC,-8.033,-49.98
11180,Resende Airport,Resende,,SDRS,-22.479,-44.48
2613,Leite Lopes Airport,Ribeirao Preto,RAO,SBRP,-21.136,-47.777
2609,Plácido de Castro Airport,Rio Branco,RBR,SBRB,-9.869,-67.898
10794,Morro da Urca Heliport,Rio de Janeiro,,SDHU,-22.952,-43.166
2614,Santa Cruz Airport,Rio De Janeiro,STU,SBSC,-22.932,-43.719
2519,Campo Délio Jardim de Mattos Airport,Rio De Janeiro,,SBAF,-22.875,-43.385
7394,General Leite de Castro Airport,Rio Verde,RVD,SWLC,-17.835,-50.956
7382,Maestro Marinho Franco Airport,Rondonopolis,ROO,SWRD,-16.586,-54.725
2621,Deputado Luiz Eduardo Magalhães International Airport,Salvador,SSA,SBSV,-12.909,-38.322
8258,Tapuruquara Airport,Santa Isabel do Rio Negro,IRZ,SWTP,-0.379,-64.992
6040,Santa Maria Airport,Santa Maria,RIA,SBSM,-29.711,-53.688
6069,Santa Rosa Airport,Santa Rosa,SRA,SSZR,-27.907,-54.52
7374,Santa Terezinha Airport,Santa Terezinha,STZ,SWST,-10.465,-50.519
7369,Santana do Araguaia Airport,Santana do Araguaia,CMP,SNKE,-9.32,-50.328
4092,Maestro Wilson Fonseca Airport,Santarem,STM,SBSN,-2.425,-54.786
2596,Santo Ângelo Airport,Santo Angelo,GEL,SBNM,-28.282,-54.169
2620,Base Aérea de Santos Airport,Santos,SSZ,SBST,-23.928,-46.3
8954,São Carlos Airport,Sao Carlos,QSC,SDSC,-21.875,-47.904
8243,São Félix do Araguaia Airport,Sao Felix do Araguaia,SXO,SWFX,-11.632,-50.69
8241,São Félix do Xingu Airport,Sao Felix do Xingu,SXX,SNFX,-6.641,-51.952
2630,São Gabriel da Cachoeira Airport,Sao Gabriel,SJL,SBUA,-0.148,-66.986
2619,Prof. Eribelto Manoel Reino State Airport,Sao Jose Do Rio Preto,SJP,SBSR,-20.817,-49.407
2615,Professor Urbano Ernesto Stumpf Airport,Sao Jose Dos Campos,SJK,SBSJ,-23.229,-45.861
2616,Marechal Cunha Machado International Airport,Sao Luis,SLZ,SBSL,-2.585,-44.234
11295,São Miguel do Oeste Airport,Sao Miguel do Oeste,SQX,SSOE,-26.782,-53.504
2593,Campo de Marte Airport,Sao Paulo,,SBMT,-23.509,-46.638
8256,Senadora Eunice Micheles Airport,Sao Paulo de Olivenca,OLC,SDCG,-3.468,-68.92
2553,São Pedro da Aldeia Airport,Sao Pedro Da Aldeia,,SBES,-22.813,-42.093
11181,Saquarema Airport,Saquarema,,SDSK,-22.93,-42.507
7367,Presidente João Batista Figueiredo Airport,Sinop,OPS,SWSI,-11.885,-55.586
11209,Sobral Airport,Sobral,QBX,SNOB,-3.679,-40.337
6044,Sorocaba Airport,Sorocaba,SOD,SDCO,-23.478,-47.49
7371,Soure Airport,Soure,SFK,SNSW,-0.699,-48.521
2628,Tabatinga Airport,Tabatinga,TBT,SBTT,-4.256,-69.936
11205,Tangará da Serra Airport,Tangara da Serra,,SWTS,-14.662,-57.444
2625,Tarauacá Airport,Tarauaca,,SBTK,-8.155,-70.783
11931,Base de Aviação de Taubaté Airport,Taubaté,QHP,SBTA,-23.04,-45.516
2624,Tefé Airport,Tefe,TFF,SBTF,-3.383,-64.724
2626,Telêmaco Borba Airport,Telemaco Borba,,SBTL,-24.318,-50.652
11145,Juscelino Kubitscheck Airport,Teofilo Otoni,TFL,SNTO,-17.892,-41.514
2623,Senador Petrônio Portela Airport,Teresina,THE,SBTE,-5.06,-42.824
6041,Toledo Airport,Toledo,TOW,SBTD,-24.686,-53.697
9769,Plínio Alarcom Airport,Tres Lagoas,TJL,SSTL,-20.754,-51.684
2629,Tucuruí Airport,Tucurui,TUR,SBTU,-3.786,-49.72
10545,Ubatuba Airport,Ubatuba,UBT,SDUB,-23.441,-45.076
2635,Mário de Almeida Franco Airport,Uberaba,UBA,SBUR,-19.765,-47.966
2633,Ten. Cel. Aviador César Bombonato Airport,Uberlandia,UDI,SBUL,-18.884,-48.225
8253,Umuarama Airport,Umuarama,UMU,SSUM,-23.799,-53.314
8260,Hotel Transamérica Airport,Una,UNA,SBTC,-15.355,-38.999
2632,Rubem Berta Airport,Uruguaiana,URG,SBUG,-29.782,-57.038
7671,Valença Airport,Valenca,VAL,SNVB,-13.297,-38.992
2636,Major Brigadeiro Trompowsky Airport,Varginha,VAG,SBVG,-21.59,-45.473
11207,Vila Bela da Santíssima Trindade Airport,Vila Bela da Santissima Trindade ,,SWVB,-14.994,-59.946
11201,Vila Rica Airport,Vila Rica,VLP,SWVC,-9.979,-51.142
2637,Brigadeiro Camarão Airport,Vilhena,BVH,SBVH,-12.694,-60.098
6039,Vitória da Conquista Airport,Vitória Da Conquista,VDC,SBQV,-14.863,-40.863
2638,Eurico de Aguiar Salles Airport,Vitoria,VIX,SBVT,-20.258,-40.286
895,Diego Garcia Naval Support Facility,Diego Garcia Island,,FJDG,-7.313,72.411
11009,Captain Auguste George Airport,Anegada,NGD,TUPA,18.727,-64.33
6080,Virgin Gorda Airport,Spanish Town,VIJ,TUPW,18.446,-64.427
2903,Terrance B. Lettsome International Airport,Tortola,EIS,TUPJ,18.445,-64.543
3272,Brunei International Airport,Bandar Seri Begawan,BWN,WBSB,4.944,114.928
6458,Anduki Airport,Seria,,WBAK,4.637,114.382
11877,Balchik Air Base,Balchik,,LBWB,43.424,28.181
1191,Burgas Airport,Bourgas,BOJ,LBBG,42.57,27.515
11876,Dolna Mitropoliya Air Base,Dolna Mitropoliya,,LBPL,43.451,24.503
11874,Gabrovnitsa Air Base,Gabrovnitsa,,LBMG,43.544,23.272
1192,Gorna Oryahovitsa Airport,Gorna Orechovica,GOZ,LBGO,43.151,25.713
11875,Graf Ignatievo Air Base,Graf Ignatievo,,LBPG,42.29,24.714
11873,Uzundzhovo Air Base,Haskovo,,LBHS,41.976,25.59
1193,Plovdiv International Airport,Plovdiv,PDV,LBPD,42.068,24.851
1195,Stara Zagora Airport,Stara Zagora,,LBSZ,42.377,25.655
1196,Varna Airport,Varna,VAR,LBWN,43.232,27.825
247,Bobo Dioulasso Airport,Bobo-dioulasso,BOY,DFOO,11.16,-4.331
246,Ouagadougou Airport,Ouagadougou,OUA,DFFD,12.353,-1.512
3208,Anisakan Airport,Anisakan,,VYAS,21.955,96.406
3207,Ann Airport,Ann,,VYAN,19.769,94.026
3209,Bagan Airport,Bagan,NYU,VYBG,21.179,94.93
4272,Qinhuangdao Beidaihe Airport,Bagan,BPE,ZBDH,39.666,119.059
6196,Banmaw Airport,Banmaw,BMO,VYBM,24.269,97.246
6952,Bokpyinn Airport,Bokepyin,,VYBP,11.149,98.736
3211,Coco Island Airport,Coco Island,,VYCI,14.142,93.368
6197,Dawei Airport,Dawei,TVY,VYDW,14.104,98.204
3213,Heho Airport,Heho,HEH,VYHH,20.747,96.792
3214,Hommalinn Airport,Hommalin,,VYHL,24.9,94.914
3230,Hpa-N Airport,Hpa-an,,VYPA,16.894,97.675
6198,Kawthoung Airport,Kawthoung,KAW,VYKT,10.049,98.538
3215,Kengtung Airport,Kengtung,KET,VYKG,21.302,99.636
4152,Kanti Airport,Khamti,KHM,VYKI,25.988,95.674
3217,Kyaukpyu Airport,Kyaukpyu,KYP,VYKP,19.426,93.535
6950,Kyaukhtu South Airport,Kyauktu,,VYXG,21.407,94.13
3221,Lanywa Airport,Lanywa,,VYLY,20.94,94.823
3220,Lashio Airport,Lashio,LSH,VYLS,22.978,97.752
6199,Loikaw Airport,Loikaw,LIW,VYLK,19.691,97.215
4151,Magway Airport,Magwe,MWQ,VYMW,20.166,94.941
3222,Mandalay International Airport,Mandalay,MDL,VYMD,21.702,95.978
6200,Mawlamyine Airport,Mawlamyine,MNU,VYMM,16.445,97.661
12003,Meiktila Air Base,Meiktila,,VYML,20.886,95.893
3226,Momeik Airport,Momeik,,VYMO,23.093,96.645
3227,Mong Hsat Airport,Mong Hsat,MOG,VYMS,20.517,99.257
7906,Monywar Airport,Monywa,,VYMY,22.233,95.117
3223,Myeik Airport,Myeik,MGZ,VYME,12.44,98.621
3224,Myitkyina Airport,Myitkyina,MYT,VYMK,25.384,97.352
3228,Nampong Air Base,Nampong,,VYNP,25.354,97.295
3229,Namsang Airport,Namsang,,VYNS,20.89,97.736
6949,Naypyidaw Airport,Naypyidaw,NYT,VYEL,19.624,96.201
8130,Namtu Airport,Naypyidaw,,VYNT,23.083,97.383
6202,Pakhokku Airport,Pakhokku,PKK,VYPU,21.404,95.111
6201,Pathein Airport,Pathein,BSX,VYPN,16.815,94.78
3232,Putao Airport,Putao,PBU,VYPT,27.33,97.426
3233,Pyay Airport,Pyay,,VYPY,18.824,95.266
3234,Shante Air Base,Shante,,VYST,20.942,95.914
3235,Sittwe Airport,Sittwe,AKY,VYSW,20.133,92.873
3237,Tachileik Airport,Tachilek,THL,VYTL,20.484,99.935
3238,Taungoo Airport,Taungoo,,VYTO,19.031,96.401
3236,Thandwe Airport,Thandwe,SNW,VYTD,18.461,94.3
8069,Ye Airport,Ye,XYE,VYYE,15.3,97.867
1120,Bujumbura International Airport,Bujumbura,BJM,HBBA,-3.324,29.319
6171,Battambang Airport,Battambang,BBM,VDBG,13.096,103.224
3033,Kampong Chhnang Airport,Kompong Chnang,,VDKH,12.255,104.564
8966,Kratie Airport,Kratie,KTI,VDKT,12.488,106.055
3034,Phnom Penh International Airport,Phnom Penh,PNH,VDPP,11.547,104.844
4295,Ratanakiri Airport,Ratanakiri,RBE,VDRK,13.73,106.987
3035,Siem Reap International Airport,Siem Reap,REP,VDSR,13.411,103.813
9528,Fazenda Campo Verde Airport,Sihanoukville,,SNKV,1.043,-50.517
4093,Sihanoukville International Airport,Sihanoukville,KOS,VDSV,10.58,103.637
3036,Stung Treng Airport,Stung Treng,TNX,VDST,13.532,106.015
902,Bafoussam Airport,Bafoussam,BFX,FKKU,5.537,10.355
903,Bamenda Airport,Bamenda,BPC,FKKV,6.039,10.123
897,Douala International Airport,Douala,DLA,FKKD,4.006,9.719
899,Foumban Nkounja Airport,Foumban,FOM,FKKM,5.637,10.751
901,Garoua International Airport,Garoua,GOU,FKKR,9.336,13.37
898,Salak Airport,Maroua,MVR,FKKL,10.451,14.257
900,N'Gaoundéré Airport,N'gaoundere,NGE,FKKN,7.357,13.559
896,Tiko Airport,Tiko,TKC,FKKC,4.089,9.361
4161,Yaoundé Nsimalen International Airport,Yaounde,NSI,FKYS,3.723,11.553
904,Yaoundé Airport,Yaounde,YAO,FKKY,3.836,11.524
8404,South Cariboo Region / 108 Mile Airport,108 Mile Ranch,ZML,CZML,51.736,-121.333
175,Abbotsford Airport,Abbotsford,YXX,CYXX,49.025,-122.361
4236,Aklavik/Freddie Carmichael Airport,Aklavik,LAK,CYKD,68.223,-135.006
5506,Akulivik Airport,Akulivik,AKV,CYKO,60.819,-78.149
86,Alert Airport,Alert,YLT,CYLT,82.518,-62.281
11744,Alert Bay Airport,Alert Bay,YAL,CYAL,50.582,-126.916
7254,Alma Airport,Alma,YTF,CYTF,48.509,-71.642
11753,Amos Magny Airport,Amos,YEY,CYEY,48.564,-78.25
5457,Anahim Lake Airport,Anahim Lake,YAA,CAJ4,52.452,-125.303
5465,Wapekeka Airport,Angling Lake,YAX,CKB6,53.849,-89.579
8225,Old Arctic Bay Airport,Arctic Bay,YAB,CJX7,73.006,-85.033
191,Armstrong Airport,Armstrong,YYW,CYYW,50.29,-88.91
74,Atikokan Municipal Airport,Atikokan,YIB,CYIB,48.774,-91.639
5482,Attawapiskat Airport,Attawapiskat,YAT,CYAT,52.928,-82.432
5508,Aupaluk Airport,Aupaluk,YPJ,CYLA,59.297,-69.6
28,CFB Bagotville,Bagotville,YBG,CYBG,48.331,-70.996
27,Baie Comeau Airport,Baie Comeau,YBC,CYBC,49.132,-68.204
29,Baker Lake Airport,Baker Lake,YBK,CYBK,64.299,-96.078
11127,Banff Airport,Banff,YBA,CYBA,51.207,-115.542
9236,Barrie-Orillia (Lake Simcoe Regional Airport),Barrie-Orillia,YLK,CYLS,44.485,-79.556
5538,Bathurst Airport,Bathurst,ZBF,CZBF,47.63,-65.739
5468,Bearskin Lake Airport,Bearskin Lake,XBE,CNE3,53.966,-91.027
11773,Beaver Creek Airport,Beaver Creek,YXQ,CYXQ,62.41,-140.867
9749,Bedwell Harbour Seaplane Base,Bedwell Harbour,YBW,CAB3,48.75,-123.233
7275,Denny Island Airport,Bella Bella,ZEL,CYJQ,52.14,-128.064
6738,Bella Coola Airport,Bella Coola,QBC,CYBD,52.388,-126.596
